bts;nearest;distance
Lucoli;Monte Luco AQ;6745.375566949128
Ploaghe;Codrongianos;6975.3183523327025
Codrongianos;Ossi;5708.526389293254
Colle Val dElsa;Poggibonsi;6223.532741572325
Cinciano;Poggibonsi;6625.246304036915
Castellina in Chianti;Vagliagli;7386.573723404941
Poggio Aglione;Poggio a Issi;6868.786268005788
Poggio Renatico;Malalbergo;6312.193491327945
Poggiodomo;Coscerno;3769.8402565498777
Passo Lanciano;Majella;4185.954654859732
Poggiofiorito;Lanciano via del Mare;7415.900474200651
Salaparuta;Santa Margherita di Belice;6237.082245335731
Poirino;Santena;6685.5522393708325
Polaveno;Sulzano;2533.254913897617
Polcenigo;San Giovanni Polcenigo;2371.800163966285
Policoro;Lido di Policoro;3146.53366502964
Lido di Policoro;Policoro;3146.53366502964
Nova Siri Scalo;Policoro;4410.817419522245
Costemonte;Buonacquisto;3038.100626245148
Volterra;Saline di Volterra;6536.080539969483
Pomarance;Montecerboli;5697.644730277257
Montecerboli;Castelnuovo Val di Cecina;4174.316964223684
Pomezia;Ardea;7214.484313132544
Lettere;Angri;5082.220187415532
Ponso;Monte Cero;8875.238067048042
Pont Saint Martin;Perloz;1723.4649101028165
Perloz;Pont Saint Martin;1723.4649101028165
Col de Courtil;Pialemont;1599.1008399706484
Pontassieve;Molino Del Piano;4723.455331887689
Molino Del Piano;Compiobbi;4009.3387343839377
Pialemont;Col de Courtil;1599.1008399706484
Aprica Cantoniera;Piscedo;1475.3124686864994
Piscedo;Aprica Cantoniera;1475.3124686864994
Castionetto;Ponte Valtellina;3540.4710039494767
Erba;Zoccolo;1756.630793454192
Ponte Lambro;Erba;2577.2449835332
Merone;Costa Masnaga;2972.9046166568446
Pontebba;Paularo;13425.618746252401
Cecima;Coriola;2182.6473846928525
Viguzzolo;Casalnoceto;4763.9880732862375
Casalnoceto;Monleale;3509.63537152081
La Rotta Montopoli;Tonsana;6194.889895387442
Pontelandolfo;Cascina Sannio;7438.930965204223
Valbona;Ponteranica;1697.0361087273898
Ponteranica;Valbona;1697.0361087273898
Pontida;Monte Canto_OLD;1214.8141553466062
Monte Trevi Sezze;Borgo Faiti;7784.603958086312
Monte Leano;Terracina;4361.283764415148
Monte Circeo;Sabaudia;8401.145237775769
Villanova TR;Porano;3074.191082116856
Morrano;Orvieto Scalo;7657.599592353198
Porano;Villanova TR;3074.191082116856
Pordenone Comina;Pordenone Sud;3049.6299218948825
Pordenone Sud;Pordenone Comina;3049.6299218948825
Cordenons;Pordenone Comina;5073.458911337998
Nava2;Nava;1654.895452762374
Poggio La Colma;Nava2;4066.576113724318
Montegrosso Pian Latte;San Bernardo Mendatica;3396.8845024755215
Portalbera;Montebruciato;5589.062406015018
San Benedetto in Alpe Centro;San Benedetto in Alpe;385.9953548654811
Portico di Romagna Anemometro;Portico di Romagna Centro PAL;1224.7488376226333
San Benedetto in Alpe;San Benedetto in Alpe Centro;385.9953548654811
Portico di Romagna Centro PAL;Portico di Romagna Anemometro;1224.7488376226333
Elba Calamita;Elba Buraccio;4828.139897706183
Elba Buraccio;Elba Volterraio;2711.1660407434506
Monte Suzza;Villaseta;5727.158040381891
Porto Empedocle;Villaseta;2544.932808375565
Porto Recanati Grattacielo;Leonessa;2638.171002247071
Porto Tolle;Mesola;8708.754929976732
Scardovari;Gorino;11730.60554175607
Taglio di Po;Porto Viro;4435.930147608058
Porto Viro;Taglio di Po;4435.930147608058
Loreo;Porto Viro;6398.667604163016
Elba Biodola;Elba Colle Lecoano;1475.631784508194
Elba Capanne;Elba Perone;3210.773817418187
Elba Volterraio;Elba Capannello;1981.8592684856374
Elba Portoferraio;Elba Biodola;4680.712821884209
Elba Capannello;Elba Volterraio;1981.8592684856374
Portomaggiore;Argenta;10125.372737186755
Borgo di Campi;Riomaggiore;1742.943026647076
Possagno Tempio;Cavaso del Tomba;3455.1828815683907
Possagno;Cavaso del Tomba;608.5366262270808
Lana;San Vigilio;4715.570874490423
Potenza Picena;Montelupone;3558.9418175451156
Potenza;Montocchio;2738.055575394529
Montocchio;Potenza;2738.055575394529
Monte Lifoi;Montocchio;7412.790451283318
Povoletto INSIEL;Povoletto Cimitero;719.1488180133937
Povoletto Cimitero;Povoletto INSIEL;719.1488180133937
Remanzacco;Povoletto Cimitero;3210.3553335481542
Pozzomaggiore;Cossoine;7244.613559973972
Terenzano;Pozzuolo del Friuli;3399.035352877114
Pozzuolo del Friuli;Terenzano;3399.035352877114
Mortegliano;Pozzuolo del Friuli;4338.633225518484
Udine Sud;Udine Chiavris;4594.521643318967
Lauzacco;Terenzano;4549.343581075078
Buttrio;Lauzacco;5271.92176424769
Pragelato;Balboutet;5810.235384026008
Pramaggiore;Annone Veneto;3593.396995515202
Prata di Pordenone;Brugnera;3964.7428573172097
Brugnera;Francenigo;3850.2687027197535
Vairano;Marzanello;2188.4839219022797
Oste;Prato Iolo;7748.766197823286
Prato Iolo;Calvana;6987.632021191824
Vaiano;Monte Cuccoli;7191.32630864854
Lignano Sabbiadoro;Lignano Pineta;4848.860936251573
Lignano Pineta;Lignano Sabbiadoro;4848.860936251573
Precenicco;Muzzana del Turgnano;5045.642765036175
Monte Iugo;Verchiano;4117.080976087685
Preci;Saccovescio;2191.008037023481
Colle San Martino;Saccovescio;1248.645390475643
Montaglioni;Preci;3490.2308627488387
Tuenno;Denno;5197.686075699586
Cles;Bevia;3916.780516804444
Sporminore;Spormaggiore;3229.9431357737667
Bevia;Cles;3916.780516804444
Spormaggiore;Sporminore;3229.9431357737667
Denno;Tuenno;5197.686075699586
Smarano;Romeno;5184.030280292117
Tontola;Tontola Centro;1268.2062092613598
Tontola Santa Marina;Tontola;1838.9030343236218
Tontola Centro;Tontola;1268.2062092613598
Predazzo;Moena;9601.650830660814
Cermis;Molina di Fiemme;6868.46106346383
Predoi;Cadipietra;8389.651605760602
Orsara Bormida;Rivalta Bormida;2177.9929484735358
Casaleggio Boiro;Bosio;5296.25099013078
Castelferro;Mantovana;2245.2319325863295
Predosa;Castelferro;2452.924863513073
Mantovana;Castelferro;2245.2319325863295
Premana2;Paglio;1157.3476224826347
Premilcuore;Premilcuore PAL;1107.074133613138
Premilcuore PAL;Premilcuore;1107.074133613138
Prepotto;Corno di Rosazzo;5435.545644676756
Priero;Sale delle Langhe;2840.124139875371
Prignano sulla Secchia;Cà Giacomone;1968.430621471554
Gatta;Valestra;6206.527611598967
Colle Montese;Monzone;3886.418222349537
Vimogno;Zucco Angelone;2816.145046795241
San Martino di Castrozza;Caverson;10445.918508274153
Priverno;Roccasecca fr ;4028.495595454807
Perd e Sali;Pula Nord;1949.762798601394
Sarroch;Pula Nord;4122.084186798637
Pula;Pula Nord;2805.117973285902
Pula Nord;Perd e Sali;1949.762798601394
Pulfero INSIEL;Savogna INSIEL;3994.481474407356
Quarna Sotto;Quarna Centro;731.8163234292242
Quarna Centro;Quarna Sotto;731.8163234292242
Quarona;Borgosesia Nord;3860.1173805038165
Sant Andrea Cagliari;Capitana;7355.617057664771
Quindici;Taurano;3516.8398317783685
Rabbi;Bolentina;6591.46487219742
Vagliagli;Castellina in Chianti;7386.573723404941
Cetamura;Monte Luco;5488.324716303216
Radda In Chianti;Gaiole In Chianti;4158.633113039045
Raddusa;Castel Di Iudica;9440.671855032964
San Daniele del Friuli;Ragogna;2478.268264947862
Ranco Centro;Ranco;294.5464022212735
Meina;Dagnente;1116.0755228013693
Randazzo;Bronte;15569.018751818301
Ranzanico;Peia;3376.378770288129
Rapallo Sant'Ambrogio;Zoagli;817.6683342968818
Montallegro;Coreglia Ligure;2468.8491438587675
Ruta Camogli;Portofino;1944.0041388567681
Zoagli;Rapallo Sant'Ambrogio;817.6683342968818
Rapolano;Rapolano Terme;3736.5993195690935
Asciano;Rapolano;6001.266172479695
Rapolano Terme;Rapolano;3736.5993195690935
Ravello;Agerola via Panoramica;4642.065486430501
Realmonte;Siculiana;4166.649499645984
Siculiana;Realmonte;4166.649499645984
Recanati;Montelupone;4716.331665193965
Montelupone;Potenza Picena;3558.9418175451156
Recco 2;Recco 1;554.4247705787134
Recco Verzemma;Recco 1;1952.655790890236
Recco 1;Recco 2;554.4247705787134
Recoaro;Valdagno;6440.098313843315
Reggello;Secchieta;5511.706610535875
Punta Pellaro;Itala Marina;17081.676476563443
Reggio Emilia;Villa Masone;5642.661435475676
Reggio Emilia ZI;Bagnolo in Piano;3641.482652856409
Renate;Viganò;3196.2278304770225
Cosenza Università;Cosenza;6332.058477802581
Paterno Calabro;Rogliano;7723.399718039097
Bisignano;Casetta Del Principe;6815.56067095419
Rescaldina;Castellanza;3906.199632388371
Forcella Staulizze;Moggio Udinese;4882.507168330241
Moggio Udinese;Forcella Staulizze;4882.507168330241
Chaudanne;Melignon;5169.3646299390475
Melignon;Courthod;2448.556090270388
Courthod;Melignon;2448.556090270388
Settimo Milanese Tetto;Cisliano;4399.866902143304
Pogliano Milanese;Origgio;5550.354856984007
Arese;Milano Stephenson;5725.603891289439
Ribera;Caltabellotta;9026.717067810087
Ricengo;Offanengo;4310.653968738619
Riesi;Sommatino;9644.897924759218
Vandoies;Bressanone;11235.379930830271
Ca Rondino;Casola Valsenio;2928.8231533022517
Vaglie;Riolunato;2312.0714055554904
Rovinaccia;Colle Montese;5779.56479148007
Riolunato;Vaglie;2312.0714055554904
Monterosso;Soviore;2626.439598674053
Riomaggiore;Borgo di Campi;1742.943026647076
Lagopesole;Pizzutella;6198.6507595169405
Rionero;Castel di Sangro;8988.057155892007
Roccaraso - Piana del Leone ;Castel di Sangro;5941.887938057712
Elba Cavo;Elba Crocetta;4579.541730528357
Elba Crocetta;Elba Capannello;2339.8080642327577
Montagano;Campobasso Zona Industriale;6214.36869892382
Copparo;Ro Zocca;8464.64185577152
Rivalta Bormida;Orsara Bormida;2177.9929484735358
Rivalta;Villarbasse;4721.331986938177
Bruino;Villarbasse;2726.391172221344
Vignale Santa Margherita;Lagonegro;5207.161982906663
Rivello Palazzo;Maratea Santa Venere;7283.208861088272
Colle Fogliola;Labro;5503.092841474267
Rocca Canavese;Corio;2377.453835145936
Rocca Canterano;Anticoli Corrado;5988.543549053645
Rocca di Cambio;Rocca di Mezzo;3680.699816987108
Rocca di Mezzo;Rocca di Cambio;3680.699816987108
Rocca Di Neto;Monte Fuscaldo;10263.448700352013
Monte Fuscaldo;Rocca Di Neto;10263.448700352013
Roccadaspide;Monte Camerine;7825.08176448177
Roccaforte Mondovi;Monte Calvario (CN);1671.860745567665
Roccalumera;Savoca;5711.971576177883
Cima Boschin;Cima Reduta;2130.5105274710663
Ribolla;Le Coste;8199.518808307143
Le Coste;Roccastrada Sud;6993.273375796574
Rocchetta Ligure;Cremonte;2726.2480257381344
Rogliano;Paterno Calabro;7723.399718039097
Roletto;Cantalupa;3306.3474265592026
Romanengo;Offanengo;3182.4584455565528
Romano di Lombardia;Martinengo;4534.624343897386
Antegnate;Romano di Lombardia;5232.860767564308
Acilia;Ponte Galeria;7004.664287778514
Roma Bianchini;Monte Mario;10526.777780890126
Romeno;Fondo;3914.0845759993003
Ruffrè;Fondo;3000.7688414027975
Roncadelle;Travagliato;5013.733836310134
Ronciglione;Monte Fogliano;6184.390366139982
Minceto;Isolabuona;2009.0658757524695
Isolabuona;Ronco Scrivia Cascine;1743.5539785594958
Ronco Scrivia Cascine;Isolabuona;1743.5539785594958
Diolaguardia;Borello di Cesena;3205.983966080164
Ronzo-Chienis;Monte Giovo;5220.382700588575
Melicucco;Galatro;5256.401790287118
Palestro;Robbio;3406.533342585544
Prarolo;Vercelli Cappuccini;2485.8308185388714
Confienza;Granozzo CS;3458.2718458214504
Vercelli Cappuccini;Prarolo;2485.8308185388714
Rosasco;Robbio;4566.5328898338485
Roseto Nord;Montepagano;7344.954445436521
Rosora;Serra San Quirico;6103.807031789823
Rota Fuori;Valcava;4794.501553555857
Rotella;Monte Ascensione;4209.261482783286
Monticelli Brusati;Barche di Ome;3777.097231093014
Rovato;Cazzago San Martino;3475.7559013780424
Roverchiara;Coriano Veronese;3572.4535037529763
Coriano Veronese;Roverchiara;3572.4535037529763
Angiari;Legnago Centro;3453.7404646115806
San Pietro di Morubio;Roverchiara;4517.68514811079
Rovere della Luna;Faedo;4481.205111268242
Monte Giovo;Brentonico;3304.1924986969257
Rovereto Centro;Albaredo;3875.452786412567
Rovigo Centro;Rovigo Nord;2014.5936043582003
Bastia di Rovolon;Treponti;5404.186876822439
Rubano;Villafranca Padovana;3925.668782408382
Villafranca Padovana;Rubano;3925.668782408382
Ruoti;Baragiano;7828.144438322133
Sabaudia;Monte Circeo;8401.145237775769
Francenigo;Brugnera;3850.2687027197535
Andorno Micca;San Paolo Cervo;1755.5180318155867
San Paolo Cervo;Andorno Micca;1755.5180318155867
Saint Marcel;Fenis;1887.8094839274838
Fenis;Saint Marcel;1887.8094839274838
Saint Nicolas;Rumiod;3376.3216536172927
Monte Carmelo;Vietri di Potenza;13937.22003913492
Sale delle Langhe;Priero;2840.124139875371
Ulmi;Salemi;2669.144973186311
Ponte di Piave;Salgareda;3028.2643593102734
Oderzo;Oderzo Centro;1421.6960521125359
Salgareda;Ponte di Piave;3028.2643593102734
Salò;Raffa;3125.087488296288
Pompegnino;Prandaglio;2155.4211578322925
Salussola;Salussola-Vigellio;1503.7142670137798
Sambuca Di Sicilia;Santa Margherita di Belice;6774.635976755815
Monte Ghilardi;Pian Dei Termini Basso ;5100.253386342322
Cusino Torre;Molzano;2871.1163821674254
San Bassano;Pizzighettone;5716.945361009299
San Benedetto in Perillis;Pietra Corniale;8051.4535614869665
Cozzo Cervello;Taverna;10408.966716790606
San Biagio Platani;Cianciana;9563.5035641444
Belfiore;Soave;3604.1403015022915
San Candido;Dobbiaco;3836.522008175537
San Casciano dei Bagni;Cetona;8337.055111586587
Sambuca Val di Pesa;Poggio ai Mandorli;9984.828975813145
Colle di Fuori;Rocca Priora;4084.5433859979116
San Chirico Nuovo;Tricarico;10156.66305583177
Brembio;Mairago;4291.050362315889
San Colombano al Lambro ;Miradolo Terme;2416.929265816917
Colle di Botasi;Comuneglia;5436.653012577883
San Damiano Macra;Dronero;4969.992531637173
San Daniele Po;Sospiro;5992.11594509208
San Felice a Cancello;Durazzano;5497.861800475734
San Filippo del Mela;Santa Lucia del Mela;1887.3818237994603
Santa Lucia del Mela;San Filippo del Mela;1887.3818237994603
San Fior di Sopra;Godega di SantUrbano;3067.3881095125203
Cappella Maggiore Sud;San Giacomo di Veglia;3497.099962685988
San Francesco al Campo;Cirie Centro;2951.321991953112
Cirie Centro;San Francesco al Campo;2951.321991953112
San Fratello;Caronia;13541.420965889472
Poggio a Issi;San Gimignano;5335.623082082062
Poggibonsi;Ulignano Magione;5710.386646947525
San Gimignano;Poggio a Issi;5335.623082082062
Ulignano Magione;Poggibonsi;5710.386646947525
San Giorgio a Liri;Vallemaio;5085.548612613763
Barzano;Riglio;1087.7320746967896
Castellana PC;Riglio;8338.242874450914
San Giorgio Piacentino;Carpaneto Piacentino;4331.018986766017
Carpaneto Piacentino;San Giorgio Piacentino;4331.018986766017
San Giovanni a Piro;Santa Maria Ispani;8601.962205224945
San Giovanni al Natisone;Manzano;2169.391991913465
Corno di Rosazzo;San Giovanni al Natisone;3569.8440071506006
Manzano;San Giovanni al Natisone;2169.391991913465
Spettino;Santa Croce;1094.0488871182572
Cespedosio;Camerata Cornello;3049.258856731085
San Giovanni Bianco;Spettino;3272.4757939306846
San Giovanni in Persiceto;San Matteo della Decima;7492.085310844194
San Matteo della Decima;Cento;5711.810984963142
Cento;Castello DArgile;3964.9717928600603
San Giovanni Valdarno Centro;San Giovanni Valdarno Renacci;3058.966766465857
San Giuliano Terme;Monte Bastione;6929.421053266511
San Godenzo;San Benedetto in Alpe Centro;6089.969941581565
San Gregorio Di Sassola;Guadagnolo;4263.364887268119
San Leonardo in Passiria;Campo di Trens;14645.231197052379
San Leonardo INSIEL;Iainich;2349.375303031564
Costarainera;Cipressa;1518.6806938544835
Monte Faudo;Monte Badalucco;3121.1338708494345
Pian Dei Termini Basso ;Monte Ghilardi;5100.253386342322
Villadose;Baricetta;6074.9448988219
San Martino di Venezze;Agna;7567.980055920064
Bibione;Lignano Pineta;5156.859360297915
San Pancrazio;San Vigilio;5164.636788478379
San Vigilio;Lana;4715.570874490423
Somendenna;Salmezza;3908.212699145991
Santa Croce;Spettino;1094.0488871182572
Col Davara;Comelico;5357.731929289356
Musigliano;Cecima;2285.718511390901
San Sebastiano Curone;Musigliano;2293.456390876231
Santa Maria Rezzonico;Treccione;1620.1641574270961
San Teodoro Centro;Punta Lu Casteddu;3385.1273294116895
Lu Fraili;San Teodoro Centro;6073.85110931116
San Venanzo Centro;San Venanzo;3219.06641147295
San Vincenzo Castelluccio;Campiglia Marittima;6696.7951696640075
San Zenone al Lambro;Lodi Vecchio;4757.353549853081
Monte Corno;Lusiana;3534.767643989765
Sandrigo;Breganze;3694.134840068316
Breganze;Sandrigo;3694.134840068316
Sannazzaro de Burgondi;Dorno;7217.724398113045
Pian dei Bosi;Sanremo Golf;4121.998907844394
Sanremo Golf;Pian della Castagna;1768.7627178847672
Pian della Castagna;Sanremo Golf;1768.7627178847672
Capo Nero Rodi;Ospedaletti;3399.307916475294
San Giustino;Lamoli;9404.308960062333
S.Agata De Goti;S.Agata De Goti Nord;2603.511558598945
Monte Corvo Lepida;Monte Corvo;2055.8794667176376
Santagnello;Massaquano;5833.285845692268
SantAmbrogio di Valpolicella;Ospedaletto;1149.8117953455649
SantAmbrogio sul Garigliano;Vallemaio;5323.840248088183
Santa Maria Maddalena;La Colonnetta;4183.548275919907
Montefalcone;Monte Pasillo;4262.699918451686
SantAngelo in Vado Cappuccini;Lunano;7382.104998278597
SantAnna Arresi;Masainas;5806.687996591157
Bacu Abis;Gonnesa Monteponi;5187.626122701195
S.Antioco SUD;S.Antioco;3977.6484637139783
SantEgidio alla Vibrata;Ancarano;3407.5889968309693
SantElia A Pianisi;Cerro Del Ruccolo;11518.046690222955
San Tommaso;Montesecco;3983.75235988269
Grottazzolina Valle del Tenna;Vallasciano;7907.656209015439
SantIlario dEnza;Monticelli Terme;5332.991709076429
Torcola Piazzatorre;Piazzatorre;2702.52406640804
Santa Marinella A12;Santa Marinella;1139.5727130967107
Santa Ninfa;Gibellina;3737.1999368507027
Santa Sofia Camposonaldo;Santa Sofia PAL;2872.7460528037673
Santa Sofia Isola;Santa Sofia PAL;3187.830543825243
Santa Sofia PAL;Santa Sofia Camposonaldo;2872.7460528037673
SantAlessio Siculo;Savoca;5492.7899630013435
Santadi;Santadi Serbatoio;3335.6343736485674
Santadi Serbatoio;Santadi;3335.6343736485674
Carsoli Tiburtina;Tagliacozzo;5865.245008817738
Santena;Poirino;6685.5522393708325
Orezzoli;Cattaragna;3295.199021046151
Comelico;Col Davara;5357.731929289356
Monte Favone;Rocca dArce;4334.557190097429
Isola Liri;Sora;4862.1339223607765
Sora;Isola Liri;4862.1339223607765
Monte Siera;Forni Avoltri;5444.570678197731
Saracinesco Alto;Anticoli Corrado;2817.862557877919
Ciciliano;Saracinesco Alto;4759.814804259775
Prati di Sarentino;Corno del Renon;6205.185164561838
Vesalla;Polaveno;4172.594416268832
Sarnano;Amandola;7150.509627802634
Fondo;Ruffrè;3000.7688414027975
Madonna del Carmine ;Quindici;5148.530070620261
Calice al Cornoviglio;Madrignano;3548.5826590353186
Sassari Li Punti;Sassari Monte Oro;4274.159551579383
Veirera;Beigua;3742.169073024377
Mercatale;Ca' Cellina;3287.10387697652
Ca' Cellina;Mercatale;3287.10387697652
Trasanni;Monte della Cesana;2538.178658649723
Monte della Cesana;Trasanni;2538.178658649723
Monte San Cipriano;Trasanni;5505.066353443022
Montegibbo;Veggia Villalunga;4794.311107792
Veggia Villalunga;Montegibbo;4794.311107792
Pierremenaud;Beaulard;3318.804233927406
Beaulard;Pierremenaud;3318.804233927406
Cavallermaggiore;Savigliano;6348.307461936374
Venasca;Brossasco;6309.0697876820195
Savigliano;Cavallermaggiore;6348.307461936374
Savoca;SantAlessio Siculo;5492.7899630013435
Savogna INSIEL;Pulfero INSIEL;3994.481474407356
Savona Crocetta;Savona Ranco;1154.8370169399786
Montemoro Maschio;Marenchi;2325.634127842442
Quiliano;Bric Colombino;4602.067910451873
Marenchi;Montemoro Maschio;2325.634127842442
Scandiano;Ventoso;2852.245709361655
Campitello;Coldagello;1434.6078730412444
Montelago;Isola Fossara;3899.1945129557967
Isola Fossara;Montelago;3899.1945129557967
San Vito di Leguzzano;Monte di Malo;4703.516756839252
Sciacca;Sciacca Montagna;8847.3784033793
Sciacca Montagna;Sciacca;8847.3784033793
Frasso;Scopello;2334.797480204619
Dinelli;Folecchio;2032.686244310941
Alpe Mera;Scopello;1798.7383498377624
Campertogno;Solivo Palancato;5211.219244193286
Scopello;Alpe Mera;1798.7383498377624
Vigliano;Monte Calvo AQ;5308.127980715038
Scurcola Marsicana;Monte Cimarani;5624.099285424754
Seborga;Ospedaletti;2951.411577232244
Peidaigo;San Giacomo Camporosso EIT;2359.5644433698762
Sedegliano Paese;Sedegliano;2536.9536413591654
Mas di Sedico;Sedico;5052.7656083888505
Sedico;Mas di Sedico;5052.7656083888505
Sedini;Perfugas;5268.69495993348
Cilladon;Segusino;4887.162900876551
Segusino;Valdobbiadene;2880.6589025534786
Breguzzo;La Rocca TN;3127.2724558132522
Forte Cariola;Breguzzo;6088.33223592881
Selva dei Molini;Lutago;9775.986608388423
Colle Pianaz;Colle Santa Lucia;2019.4385019258466
Selva di Val Gardena;Passo Gardena;3739.2872947189535
Alpe di Siusi;Selva di Val Gardena;6453.414536001764
Passo Gardena;Selva di Val Gardena;3739.2872947189535
Salmezza;Somendenna;3908.212699145991
Santa Fiora;Arcidosso Piamperugino;4723.23524449101
Monte Solazzi;Marotta Citta;9488.627540773257
Senise;Chiaromonte;6590.360212059633
Sermoneta;Norma;6676.057159903353
Monte Murano;Serra San Quirico;1655.5708432178021
Serra De Conti;Ostra Vetere;6180.469127742652
Ostra Vetere;Corinaldo ZI;2927.009689319889
Serra San Quirico;Monte Murano;1655.5708432178021
Spazzavento;Castellina;1842.7340993532632
Monte Scalambra;Arcinazzo Romano;3590.806496453195
Sersale;Cropani Marina;13527.94174153572
Servigliano;La Colonnetta;6692.401508784694
Monte Stella;Torchiara;9382.90184820319
Godano;Castello di Carro;7064.752540144968
Glisente;Comignago;1096.2542877973538
Comignago;Glisente;1096.2542877973538
Sesto Calende Nord;Sesto Calende;915.5622417998759
Castelletto Motto Alto;Sesto Calende;2174.7473197019276
Sesto;San Candido;9509.972443137132
Villa Loto;Rovereto;2203.4523605811555
Rovereto;Villa Loto;2203.4523605811555
Sestri Levante;Casarza Ligure;1447.1384556571365
Casarza Ligure;Sestri Levante;1447.1384556571365
Sestu;Siliqua;19790.61836842944
Settala;Mombretto di Mediglia;2686.459437848037
Liscate;Settala;3680.312581169393
Settimo Vittone;Andrate;4250.190645921486
Taverne Arbia;Ponte a Bozzone;5807.696721783981
Siliqua;Domusnovas;16234.627499362123
Silvi Paese;Atri;3588.6279509781957
Atri;Silvi Paese;3588.6279509781957
Sinagra;Naso;7187.779232246953
Sinalunga;Torrita Di Siena Cimitero;4919.454109426759
Rigomagno;Sinalunga;6232.691596437082
Sinio;Rodello;4089.4432220090116
Posada Monte Marta;Tanaunella;5711.9827343327615
Arturu Mele;La Caletta;5930.542239008892
La Caletta;Arturu Mele;5930.542239008892
Monte Serpeddi;Sant Andrea Cagliari;16152.645795058257
Capitana;Sant Andrea Cagliari;7355.617057664771
Villasimius MinniMinni;Villasimius Sa Suergia;7836.879209283857
Solanas;Villasimius Sa Suergia;8052.032295561
Amandola;Monte Pasillo;5322.600386259412
Soave;Belfiore;3604.1403015022915
San Bonifacio;Soave;3704.4177748232
Villa Santina;Verzegnis;2645.787303402907
Montepetra;Monte Pincio;6462.4058010619865
Solesino;Granze;4047.1157459062974
Monselice;Solesino;5534.889135043451
Monte Cassio;Villa Casola;2082.3733422437112
Manini;Contile;4359.025501478545
Contile;Manini;4359.025501478545
Castello di Solignano;Boio;3755.7786187107404
Ca Pennette;Boio;3002.215979495678
Arsago Seprio;Somma Lombardo;1803.8726856649746
Sommariva Bosco;Caramagna Piemonte;3114.1247783743042
Corneliano d'Alba;Monticello dAlba;3499.5961902321033
Sommariva Perno;Monticello dAlba;4541.042773905421
Monticello dAlba;Corneliano d'Alba;3499.5961902321033
Sommatino;Ravanusa;8368.497584580718
Sona;Lugagnano;4075.636344274152
Pravadina;Sondalo;5380.445491502801
Sondalo;Grosio;4205.399927853914
Clusone;Monte Cucco;1562.040676830917
Sora SSI;Isola Liri;6011.26138956136
Sorso;Sassari Li Punti;6146.042568052859
Sotto il Monte;Monte Canto_OLD;2734.1699194798402
Sovere;Bossico;1500.3184191017301
Tegoia;Poggio ai Pini;8077.7243941379475
Poggio ai Pini;Tegoia;8077.7243941379475
Ponte a Bozzone;Taverne Arbia;5807.696721783981
Sparanise;Pignataro Marconi;3586.0095702998537
Foligno Nord;Foligno SantEraclio;6509.865609751983
Sperlonga;Itri;7451.370825468177
Monte Poro;Masseria Marzano;15561.406154506903
Masseria Marzano;Galatro;7063.248571439438
Serravalle Scrivia;Vignole Borbera;2344.1063524828023
Sarezzano;Tortona;4822.516621467104
Le Cese;Acquasparta;5993.637195664472
Baiano;Crocemarroggia;3298.3163193733362
Montebibico;Forcella di Acqualacastagna;2674.2010154213317
Spoleto;Spoleto San Giuliano;1078.4120642432206
Spoleto San Giuliano;Spoleto;1078.4120642432206
Spoleto San Giacomo;Grotti di Valnerina;6705.161094383965
Forcella di Acqualacastagna;Montebibico;2674.2010154213317
Crocemarroggia;Baiano;3298.3163193733362
Coscerno;Poggiodomo;3769.8402565498777
Grotti di Valnerina;Spoleto San Giacomo;6705.161094383965
Spresiano;Villorba;4161.260426154109
Stazzema la Porta;Capriglia di Pietrasanta;3808.905950500446
Stella San Martino;Verne;2848.3358262917027
Stelvio;Canareglia;6597.148269995745
Solda;Stelvio;9153.252131030713
Stregna;Grimacco;3768.18513346902
Stresa Centro;Levo;2123.1285771571925
Colle Rosso;Colle Secozza Terni;3583.469419449988
Subiaco - San Biagio;Arcinazzo Romano;4127.22031490106
Monte San Cosimo;Sulmona;5951.20147899497
Pacentro;Sulmona centro;5375.43709985169
Sulmona;Monte San Cosimo;5951.20147899497
Sulmona centro;Pacentro;5375.43709985169
Mompantero;Pampalù;3932.6060072638534
Pampalù;Giaglione;3214.862312751562
Cabia;Strabut;5882.156150891063
Suvereto;Campiglia Marittima;5680.433467372375
Parlasco;Narro;1144.228551350788
Arma di Taggia;Castellaro;2873.634747866333
Tagliacozzo;Verrecchie;4224.820239218224
Taino Alto;Taino;593.1015291277313
Taleggio;Brembilla;4804.686978273994
Tarquinia;Monte Romano;11137.53412093556
Tarsia;Spezzano Albanese;5142.605117443087
Tarvisio;Monte Lussari;3881.412390025353
Monte Lussari;Tarvisio;3881.412390025353
Revine;Monte Cimone;4595.963344597188
Francavilla Bisio;Tassarolo;3061.9649057936317
Tassarolo;Francavilla Bisio;3061.9649057936317
Colbordolo;Trebbio;5051.614110428803
Riccione;Cattolica;7493.919112180223
Castelvenere Telesina;San Salvatore Telesino;4668.374205950427
Guardia Sanframondi;Cerreto Sannita;3774.6424492561623
San Salvatore Telesino;Monte Acero;1750.8140430318772
Telti loc.La Riccia;Monti Sassari;9109.48892595759
Tempio Pausania;Tempio Pausania Centro;1277.8005985775885
Tempio Pausania Centro;Tempio Pausania;1277.8005985775885
Brione;Doss Casina;4029.0336298874263
Cologna;Brione;4139.075609776048
Treponti;Torreglia;4529.5268625140625
Teramo Ferrovia;Colle Izzone;3365.424421293461
Terlano;Predonico;3588.0828185149344
Trabia;Banco Sicilia;3459.209366563282
